subject_id,survey,age,sex,noun1c,noun1v,noun1s,noun2c,noun2v,noun2s,noun3c,noun3v,noun3s,noun4c,noun4v,noun4s,noun5c,noun5v,noun5s,noun6c,noun6v,noun6s,noun7c,noun7v,noun7s,noun8c,noun8v,noun8s,noun9c,noun9v,noun9s,noun10c,noun10v,noun10s,tnoun10,noun11v,noun11s,tnoun11,noun12c,noun12v,noun12s,tnoun12,noun13c,noun13v,noun13s,tnoun13,verb14c,verbs14v,verbs14s,tverb14,adjec15c,adject15,adjec15s,tadjec15,noun16c,noun16v,noun16s,tnoun16,pron17c,pron17v,pron17s,tpron17,quest18c,quest18v,quest18s,tquest18,prep19c,prep19v,prep19s,tprep19,quant20c,quant20v,quant20s,tquant20,verb21v,verb21s,tverb21,conn22v,conn22s,tconn22,inounv,inouns,tinoun,iverbv,iverbs,tiverb,onoun,overb,complex,sent,survey_vocab_max,spoken,signed,understood,understood_imputed,produced
ID_B62E51426BB23018,WS,47,F,,8,0,,9,2,,5,0,,9,0,,13,1,,5,0,,8,0,,13,1,,5,0,,9,0,9,1,0,1,,4,0,4,,9,0,9,,12,2,14,,13,1,14,0,0,0,0,,4,0,4,,1,0,1,,7,0,7,,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4,690,137,7,,137,144
ID_7DDC8155C1EA3010,WS,47,F,,12,0,,43,0,,12,0,,17,0,,56,0,,26,0,,25,0,,40,0,,26,0,,26,0,26,16,0,16,,23,0,23,,24,0,24,,98,0,98,,59,0,59,,7,0,7,,16,0,16,,4,0,4,,23,0,23,,14,0,14,11,0,11,2,0,2,3,0,3,4,0,4,2,0,21,7,690,578,0,,578,578
ID_9B97078F5E6F5160,WG,47,F,10,0,0,12,15,0,5,4,0,3,5,0,16,9,0,15,4,0,12,7,0,29,7,0,17,5,0,18,7,0,,0,0,,8,10,0,18,6,13,0,19,43,12,0,55,22,9,0,31,4,1,0,5,10,1,0,11,5,0,0,5,8,3,0,11,6,2,0,8,0,0,0,,,0,,,,,,,,,,,396,114,0,249,249,114
ID_EEC71DB5E37F485F,WG,47,M,3,7,0,4,3,19,3,0,6,1,0,5,4,0,15,1,0,7,,0,15,9,1,8,3,1,1,4,0,7,,0,0,,1,0,6,7,10,3,1,14,22,1,9,32,10,0,9,19,0,0,0,0,0,0,0,0,3,0,0,3,2,0,2,4,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,17,110,,110,127
ID_B62E51426BB23018,WG,47,F,3,9,0,10,10,0,5,3,0,2,6,0,11,13,0,11,5,0,9,9,0,20,14,0,15,6,0,8,7,0,,0,0,,7,4,0,11,9,10,0,19,42,8,0,50,18,9,0,27,2,0,0,2,1,4,0,5,1,1,0,2,4,5,0,9,1,1,0,2,0,0,0,,,0,,,,,,,,,,,396,124,0,179,179,124
ID_6D7705DEC72BD3C3,WG,47,F,,11,0,8,6,0,3,2,0,3,3,0,6,6,0,4,4,0,8,3,0,9,4,0,5,3,0,9,3,0,,0,0,,,6,0,6,3,10,0,13,22,5,0,27,12,9,0,21,0,0,0,0,,2,0,2,,2,0,2,4,2,0,6,,2,0,2,0,0,0,,,0,,,,,,,,,,,396,83,0,,83,83
ID_F356EC2ED8142D8D,WS,48,F,,12,0,,31,0,,10,0,,15,0,,40,0,,18,0,,22,0,,30,0,,21,0,,21,0,21,11,0,11,,14,0,14,,14,0,14,,62,0,62,,37,0,37,,5,0,5,,6,0,6,,2,0,2,,11,0,11,,5,0,5,4,0,4,1,0,1,3,0,3,0,0,0,0,0,6,7,690,391,0,,391,391
ID_12BEA4571E0F66B3,WS,48,M,,10,0,,7,0,,2,0,,4,0,,5,0,,6,0,,9,0,,6,0,,5,1,,2,0,2,1,0,1,,6,0,6,,7,3,10,,4,1,5,,7,0,7,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,690,83,5,,83,88
ID_2E9E2E2FDC6021F6,WS,48,M,,11,0,,22,0,,10,0,,5,0,,16,0,,6,0,,10,0,,17,0,,11,0,,9,0,9,5,0,5,,12,0,12,,10,0,10,,13,0,13,,13,0,13,0,0,0,0,,1,0,1,0,0,0,0,,3,0,3,,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,690,176,0,,176,176
ID_DA10C9E9C3C29622,WS,48,F,,11,0,,20,0,,6,0,,13,0,,33,0,,20,0,,21,0,,31,0,,22,0,,10,0,10,8,0,8,,15,0,15,,18,0,18,,55,0,55,,12,0,12,,1,0,1,,6,0,6,,1,0,1,,6,0,6,,3,0,3,4,0,4,0,0,0,3,0,3,1,0,1,0,0,10,4,690,316,0,,316,316
ID_56C8712B89E974DE,WS,50,M,,10,0,,35,0,,12,0,,16,0,,46,0,,22,0,,24,0,,37,0,,25,0,,22,0,22,13,0,13,,25,0,25,,21,0,21,,73,0,73,,45,0,45,,4,0,4,,12,0,12,,4,0,4,,15,0,15,,7,0,7,4,0,4,1,0,1,3,0,3,7,0,7,0,1,25,8,690,472,0,,472,472
ID_74C6B9E6CF2D1BD8,WS,50,M,,8,0,,12,17,,3,5,,5,0,,20,2,,3,3,,10,12,,7,6,,3,5,,7,4,11,5,1,6,,8,3,11,,10,3,13,,8,25,33,,8,5,13,,1,1,2,,1,0,1,0,0,0,0,,5,0,5,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,690,125,92,,125,217
ID_562844157A9A3385,WS,51,M,,12,0,,19,14,,8,2,,7,3,,23,11,,12,1,,13,0,,12,9,,8,3,,8,11,19,6,5,11,,12,11,23,,8,4,12,,26,26,52,,20,22,42,,1,0,1,,4,0,4,,1,0,1,,11,1,12,,3,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,690,215,124,,215,339
ID_78B571C0B5FB97AD,WS,52,F,,6,0,,18,0,,7,0,,10,0,,25,0,,9,0,,18,0,,20,0,,6,0,,11,0,11,5,0,5,,9,0,9,,10,0,10,,17,0,17,,13,0,13,0,0,0,0,,3,0,3,,1,0,1,,5,0,5,,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,5,690,195,0,,195,195
ID_41B044D6F4C9CC53,WS,52,F,,6,0,,5,18,,0,6,,4,2,,0,17,,2,3,,0,17,,0,19,,2,6,,0,14,14,0,7,7,,4,6,10,,6,11,17,,2,38,40,,2,22,24,,0,4,4,,1,6,7,,0,4,4,,1,6,7,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,690,35,211,,211,246
ID_8E1AAC24F0B97858,WS,52,M,,11,0,,25,0,,7,0,,10,0,,24,0,,11,0,,21,0,,29,0,,8,0,,8,0,8,4,0,4,,8,0,8,,8,0,8,,37,0,37,,10,0,10,0,0,0,0,,1,0,1,0,0,0,0,,4,0,4,,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,690,227,0,,227,227
ID_F2A791B48342A1FA,WS,53,F,,8,0,,6,9,,2,5,,3,1,,7,4,,5,0,,2,18,,8,8,,4,3,,2,1,3,5,0,5,,7,4,11,,8,6,14,,4,4,8,,2,12,14,0,0,0,0,,2,0,2,,1,0,1,,0,6,6,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,690,77,81,,81,158
ID_F5A864A783C5CBE1,WG,53,F,5,5,0,7,12,0,2,2,0,3,3,0,5,8,0,6,7,0,9,5,0,9,7,0,7,3,0,6,2,0,,0,0,,3,5,0,8,4,9,0,13,19,11,0,30,12,9,0,21,,1,0,1,,2,0,2,3,1,0,4,1,6,0,7,1,1,0,2,0,0,0,,,0,,,,,,,,,,,396,99,0,,99,99
ID_B983B26E726DF841,WS,54,F,,10,0,,33,0,,12,0,,11,0,,32,0,,20,0,,26,0,,32,0,,24,0,,18,0,18,13,0,13,,19,0,19,,17,0,17,,72,0,72,,42,0,42,,7,0,7,,15,0,15,,3,0,3,,16,0,16,,7,0,7,7,0,7,2,0,2,2,0,2,1,0,1,3,3,11,10,690,436,0,,436,436
ID_41A78D7BDE1D33F8,WS,54,M,,12,0,,40,0,,12,0,,17,0,,42,0,,15,0,,25,0,,43,0,,23,0,,25,0,25,14,0,14,,22,0,22,,18,0,18,,50,0,50,,60,0,60,,7,0,7,,19,0,19,,6,0,6,,20,0,20,,6,0,6,5,0,5,0,0,0,2,0,2,0,0,0,0,0,3,4,690,481,0,,481,481
ID_0DD1401FFE9F21A7,WS,55,F,,11,0,,36,0,,11,0,,13,0,,38,0,,18,0,,23,0,,34,0,,21,0,,15,0,15,11,0,11,,19,0,19,,23,0,23,,90,0,90,,45,0,45,,3,0,3,,6,0,6,,1,0,1,,11,0,11,,8,0,8,5,0,5,2,0,2,3,0,3,6,0,6,1,6,5,5,690,442,0,,442,442
ID_3E6BCBF7D7A2D9EC,WS,55,F,,12,0,,25,0,,10,0,,12,0,,35,0,,14,0,,19,0,,30,0,,11,0,,17,0,17,5,0,5,,14,0,14,,20,0,20,,37,0,37,,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,8,,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,690,296,0,,296,296
ID_DDBC6E6DA7C2A5EB,WS,55,M,,11,1,,29,1,,10,1,,13,4,,31,8,,16,9,,18,6,,41,5,,20,6,,18,9,27,11,4,15,,14,8,22,,16,9,25,,48,44,92,,19,28,47,,6,1,7,,6,0,6,,2,0,2,,13,4,17,,5,1,6,4,5,9,0,0,0,3,1,4,5,12,17,0,0,3,5,690,351,154,,351,505
ID_6D035BC41C426D37,WS,56,M,,11,0,,42,0,,11,0,,12,0,,36,0,,16,0,,21,0,,23,0,,11,0,,12,0,12,6,0,6,,16,0,16,,19,0,19,,43,0,43,,27,0,27,,1,0,1,,5,0,5,,3,0,3,,9,0,9,,5,0,5,6,0,6,0,0,0,1,0,1,0,0,0,0,0,1,4,690,335,0,,335,335
ID_2E9E2E2FDC6021F6,WG,56,M,,9,0,2,25,0,,9,0,1,7,0,3,11,2,7,6,0,2,17,0,9,17,0,9,10,0,2,19,0,,0,0,,4,8,0,12,4,12,2,18,30,23,1,54,8,15,0,23,3,3,0,6,,2,0,2,3,0,0,3,4,10,0,14,3,2,0,5,0,0,0,,,0,,,,,,,,,,,396,205,5,,205,210
ID_EEC71DB5E37F485F,WS,57,M,,8,0,,13,11,,2,5,,3,1,,17,3,,7,0,,9,3,,7,2,,7,0,,4,0,4,3,0,3,,4,4,8,,4,3,7,,15,8,23,,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,6,,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,690,119,46,,119,165
ID_FDDB71EF64002D77,WG,57,F,3,4,1,2,2,10,1,0,2,,1,2,4,1,12,6,1,2,2,0,10,10,0,6,8,2,4,2,0,8,,0,0,,3,1,4,8,7,8,1,16,23,2,9,34,6,0,8,14,1,0,0,1,0,0,0,0,1,0,0,1,4,0,0,4,,0,1,1,0,0,0,,,0,,,,,,,,,,,396,22,80,,80,102
ID_B475FF76986C8568,WS,59,M,,8,0,,24,0,,7,0,,8,0,,18,0,,12,0,,19,0,,19,0,,11,0,,12,0,12,9,0,9,,13,0,13,,10,0,10,,16,0,16,,17,0,17,,1,0,1,,1,0,1,,1,0,1,,2,0,2,,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,690,210,0,,210,210
ID_1D6554C45124DCAC,WS,59,M,,12,0,,32,0,,10,0,,17,0,,38,0,,16,0,,20,0,,21,0,,15,0,,14,0,14,7,0,7,,15,0,15,,17,0,17,,51,0,51,,34,0,34,0,0,0,0,,6,0,6,,3,0,3,,11,0,11,,6,0,6,8,0,8,4,0,4,3,0,3,9,0,9,2,3,19,5,690,353,0,,353,353
ID_30A27DE64CD85FF2,WG,59,M,,10,0,,28,0,2,5,0,1,4,0,1,16,0,6,4,0,1,16,0,3,14,0,9,6,0,,5,0,,0,0,,,10,0,10,3,5,4,12,15,1,0,16,4,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,129,5,,129,134
ID_F077173BE05FF09C,WG,59,M,10,2,0,11,24,0,1,8,0,,7,0,1,24,0,6,6,0,6,13,0,15,14,0,9,11,0,10,12,0,,0,0,,,12,0,12,2,15,0,17,41,13,0,54,19,11,0,30,5,0,0,5,2,0,0,2,2,0,0,2,6,1,0,7,1,0,0,1,0,0,0,,,0,,,,,,,,,,,396,173,0,,173,173
ID_B62E51426BB23018,WS,60,F,,11,0,,20,0,,4,0,,14,0,,28,0,,7,0,,20,0,,27,0,,11,0,,13,0,13,8,0,8,,13,0,13,,16,0,16,,47,0,47,,31,0,31,,3,0,3,,2,0,2,,9,0,9,,2,0,2,,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,5,690,288,0,,288,288
ID_921F8B274D27107B,WG,60,M,,12,0,4,27,0,,8,0,2,6,0,4,16,0,7,6,0,10,7,0,15,5,0,13,5,0,8,5,0,,0,0,,3,6,0,9,5,9,0,14,31,4,0,35,19,6,0,25,1,0,0,1,4,1,0,5,2,1,0,3,4,1,0,5,2,1,0,3,0,0,0,,,0,,,,,,,,,,,396,126,0,,126,126
ID_C29B269ADDA9D93E,WG,60,M,,11,0,1,23,0,,8,0,1,5,0,1,16,0,,12,0,1,17,0,8,18,0,3,14,0,5,19,0,,0,0,,4,10,0,14,2,12,0,14,12,34,0,46,4,20,0,24,,3,0,3,,1,0,1,,3,0,3,2,3,0,5,,3,0,3,0,0,0,,,0,,,,,,,,,,,396,232,0,,232,232
ID_25859499BCE83A7D,WS,61,F,,10,0,,14,0,,4,0,,7,0,,11,0,,5,0,,14,0,,8,0,,6,0,,4,0,4,1,0,1,,11,0,11,,15,0,15,,7,0,7,,11,0,11,0,0,0,0,,3,0,3,,3,0,3,0,0,0,0,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,690,135,0,,135,135
ID_C29B269ADDA9D93E,WS,61,M,,11,0,,24,0,,11,0,,9,0,,20,0,,15,0,,18,0,,23,0,,17,0,,20,0,20,10,0,10,,13,0,13,,13,0,13,,39,0,39,,28,0,28,,3,0,3,,2,0,2,,3,0,3,,3,0,3,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,690,286,0,,286,286
ID_64AC6DB429F08FA4,WS,61,F,,11,0,,34,0,,13,0,,17,0,,53,0,,27,0,,26,0,,47,0,,31,0,,29,0,29,19,0,19,,26,0,26,,24,0,24,,93,0,93,,60,0,60,,11,0,11,,17,0,17,,4,0,4,,20,0,20,,10,0,10,10,0,10,4,0,4,3,0,3,3,0,3,4,0,7,5,690,582,0,,582,582
ID_F356EC2ED8142D8D,WS,61,F,,12,0,,36,0,,13,0,,18,0,,63,0,,27,0,,27,0,,49,0,,31,0,,30,0,30,20,0,20,,29,0,29,,25,0,25,,101,0,101,,61,0,61,,12,0,12,,23,0,23,,7,0,7,,23,0,23,,16,0,16,20,0,20,6,0,6,4,0,4,12,0,12,0,2,37,11,690,643,0,,643,643
ID_29C0C45B4ED5F0EF,WS,61,F,,10,0,,39,0,,12,0,,15,0,,54,0,,25,0,,24,0,,46,0,,26,0,,26,0,26,16,0,16,,24,0,24,,24,0,24,,96,0,96,,58,0,58,,9,0,9,,11,0,11,,2,0,2,,15,0,15,,7,0,7,7,0,7,1,0,1,3,0,3,1,0,1,0,0,22,5,690,546,0,,546,546
ID_C8E9D53B766EA84E,WG,62,F,1,8,0,5,16,7,2,5,1,3,3,0,5,12,3,4,6,0,3,7,7,2,6,2,4,6,0,2,2,2,,0,0,,,4,2,6,4,6,1,11,8,6,1,15,4,5,1,10,0,0,0,0,,1,0,1,1,0,0,1,,4,1,5,2,2,0,4,0,0,0,,,0,,,,,,,,,,,396,99,28,,99,127
ID_3E6BCBF7D7A2D9EC,WS,64,F,,12,0,,29,0,,12,0,,17,0,,43,0,,23,0,,20,0,,35,0,,21,0,,20,0,20,12,0,12,,16,0,16,,19,0,19,,73,0,73,,37,0,37,,3,0,3,,3,0,3,,2,0,2,,2,0,2,,4,0,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,4,5,690,406,0,,406,406
ID_B475FF76986C8568,WG,64,M,,10,0,,20,0,3,6,0,,7,0,,15,0,,12,0,,18,0,16,5,0,2,13,0,11,7,1,,0,0,,5,9,0,14,7,8,1,16,32,9,0,41,15,7,0,22,0,0,0,0,0,0,0,0,1,1,0,2,2,3,0,5,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,151,2,,151,153
ID_B983B26E726DF841,WS,65,F,,12,0,,37,0,,13,0,,15,0,,49,0,,25,0,,25,0,,42,0,,27,0,,27,0,27,16,0,16,,24,0,24,,20,0,20,,89,0,89,,52,0,52,,9,0,9,,14,0,14,,6,0,6,,18,0,18,,12,0,12,11,0,11,4,0,4,5,0,5,4,0,4,0,12,14,10,690,543,0,,543,543
ID_3E6BCBF7D7A2D9EC,WS,65,F,,12,0,,29,0,,12,0,,17,0,,43,0,,23,0,,20,0,,36,0,,21,0,,20,0,20,12,0,12,,16,0,16,,19,0,19,,73,0,73,,37,0,37,,3,0,3,,3,0,3,,2,0,2,,3,0,3,,4,0,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,4,5,690,408,0,,408,408
ID_0DD1401FFE9F21A7,WS,65,F,,12,0,,43,0,,11,0,,17,0,,47,0,,23,0,,25,0,,46,0,,28,0,,26,0,26,15,0,15,,21,0,21,,23,0,23,,92,0,92,,47,0,47,,7,0,7,,8,0,8,,1,0,1,,13,0,13,,8,0,8,15,0,15,2,0,2,3,0,3,4,0,4,0,0,20,6,690,528,0,,528,528
ID_D1F6B44DDE16AAC1,WG,66,F,3,8,0,,0,27,,0,8,,0,8,3,0,19,,0,13,8,0,12,16,0,16,8,0,10,8,0,15,,0,0,,2,0,10,12,1,0,6,7,8,0,47,55,6,0,23,29,2,0,0,2,2,0,4,6,2,0,0,2,2,0,7,9,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,8,225,,225,233
ID_1AA55280771C9EC1,WS,67,F,,10,0,,26,0,,8,0,,14,0,,30,0,,13,0,,20,0,,22,0,,11,0,,15,0,15,8,0,8,,10,0,10,,14,0,14,,51,0,51,,30,0,30,,3,0,3,,11,0,11,,4,0,4,,16,0,16,,9,0,9,8,0,8,1,0,1,2,0,2,2,0,2,0,0,11,5,690,333,0,,333,333
ID_151E4029C151D890,WS,68,F,,10,0,,3,24,,1,6,,2,11,,9,16,,8,3,,20,0,,12,14,,3,7,,7,11,18,1,5,6,,2,14,16,,5,11,16,,25,28,53,,9,21,30,,2,2,4,,4,2,6,,2,0,2,,7,1,8,,2,0,2,1,2,3,1,0,1,1,0,1,0,0,0,0,0,0,4,690,135,178,,178,313
ID_3D00EDEF35B9B0F7,WS,68,M,,9,0,,18,0,,9,0,,13,0,,34,0,,15,0,,17,0,,25,0,,6,0,,9,0,9,3,0,3,,13,0,13,,10,0,10,,22,0,22,,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,690,210,0,,210,210
ID_FDDB71EF64002D77,WG,68,F,1,3,0,7,7,7,3,0,2,2,3,2,1,11,5,8,3,2,8,5,3,7,5,6,10,4,2,5,1,6,,0,0,,1,3,3,7,7,7,1,15,27,8,7,42,8,5,9,22,2,0,1,3,2,2,0,4,,0,2,2,6,2,0,8,,0,2,2,0,0,0,,,0,,,,,,,,,,,396,69,60,,69,129
ID_2E9E2E2FDC6021F6,WS,69,M,,6,0,,24,0,,12,0,,12,0,,37,0,,16,0,,22,0,,34,0,,20,0,,22,0,22,9,0,9,,18,0,18,,13,0,13,,16,0,16,,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,8,,3,0,3,0,0,0,0,0,0,3,0,3,1,0,1,0,0,1,4,690,299,0,,299,299
ID_37ADF11A4F23A598,WS,69,F,,12,0,,43,0,,12,0,,18,0,,56,0,,25,0,,27,0,,45,0,,31,0,,27,0,27,16,0,16,,23,0,23,,23,0,23,,101,0,101,,63,0,63,,5,0,5,,9,0,9,,3,0,3,,13,0,13,,6,0,6,7,0,7,1,0,1,4,0,4,3,0,3,2,0,18,4,690,565,0,,565,565
ID_D5B4AE7F8658B7DA,WS,69,F,,10,0,,23,0,,6,0,,8,0,,19,0,,7,0,,17,0,,23,0,,11,0,,8,0,8,9,0,9,,16,0,16,,18,0,18,,38,0,38,,17,0,17,0,0,0,0,,2,0,2,,2,0,2,,5,0,5,,3,0,3,2,0,2,1,0,1,2,0,2,1,0,1,0,0,7,4,690,244,0,,244,244
ID_52A6F19E00B14D01,WG,69,M,2,10,0,4,2,12,4,0,5,4,0,4,21,2,6,12,2,0,19,1,0,1,0,0,22,0,0,18,1,0,,0,0,,8,2,0,10,7,10,0,17,21,0,7,28,10,2,7,19,1,0,0,1,2,2,0,4,0,0,0,0,,0,5,5,0,0,0,0,0,0,0,,,0,,,,,,,,,,,396,34,46,,46,80
ID_F2A791B48342A1FA,WS,70,F,,9,0,,21,9,,5,3,,3,9,,25,0,,13,0,,15,1,,18,1,,10,0,,10,1,11,9,0,9,,13,1,14,,13,2,15,,24,4,28,,16,3,19,0,0,0,0,,4,1,5,,1,0,1,,1,6,7,,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,690,212,41,,212,253
ID_128F531D1B702CF4,WS,70,F,,11,0,,37,0,,11,0,,14,0,,51,0,,22,0,,24,0,,45,0,,26,0,,25,0,25,12,0,12,,19,0,19,,16,0,16,,75,0,75,,35,0,35,,9,0,9,,6,0,6,,1,0,1,,17,0,17,,4,0,4,0,0,0,1,0,1,3,0,3,4,0,4,0,0,0,2,690,460,0,,460,460
ID_3B1DA8B6910AEF17,WS,70,M,,11,0,,19,0,,8,0,,9,0,,23,0,,8,0,,16,0,,15,0,,7,0,,11,0,11,5,0,5,,9,0,9,,8,0,8,,27,0,27,,10,0,10,,2,0,2,,3,0,3,,2,0,2,,8,0,8,,2,0,2,1,0,1,0,0,0,2,0,2,2,0,2,0,0,2,3,690,204,0,,204,204
ID_F60F4488286F1930,WS,70,F,,8,0,,4,0,,1,0,,4,0,,11,0,,4,0,,9,0,,6,0,,5,0,0,0,0,0,0,0,0,,5,0,5,,10,0,10,,4,0,4,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,690,80,0,,80,80
ID_6D7705DEC72BD3C3,WS,71,F,,11,0,,40,0,,7,0,,8,0,,25,0,,15,0,,14,0,,13,0,,5,0,,6,0,6,5,0,5,,9,0,9,,10,0,10,,22,0,22,,19,0,19,0,0,0,0,,5,0,5,,1,0,1,,1,0,1,,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,690,219,0,,219,219
ID_1D6554C45124DCAC,WS,71,M,,12,0,,35,0,,10,0,,15,0,,42,0,,22,0,,26,0,,30,0,,22,0,,21,0,21,15,0,15,,27,0,27,,23,0,23,,86,0,86,,69,0,69,,6,0,6,,14,0,14,,7,0,7,,17,0,17,,10,0,10,13,0,13,4,0,4,5,0,5,11,0,11,3,0,24,5,690,522,0,,522,522
ID_2E9E2E2FDC6021F6,WS,71,M,,7,0,,25,0,,12,0,,18,0,,41,0,,20,0,,21,0,,33,0,,22,0,,20,0,20,4,0,4,,14,0,14,,18,0,18,,28,0,28,,22,0,22,,6,0,6,,3,0,3,0,0,0,0,,9,0,9,,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,3,690,326,0,,326,326
ID_F077173BE05FF09C,WS,71,M,,12,0,,27,0,,12,0,,8,0,,31,0,,13,0,,20,0,,19,0,,11,0,,11,0,11,6,0,6,,9,0,9,,13,0,13,,22,0,22,,22,0,22,,3,0,3,0,0,0,0,,1,0,1,,6,0,6,,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,690,250,0,,250,250
ID_1A76E87E51BC6AAE,WS,71,F,,12,0,,39,0,,14,0,,18,0,,59,0,,28,0,,25,0,,45,0,,30,0,,29,0,29,19,0,19,,26,0,26,,25,0,25,,95,0,95,,40,0,40,,6,0,6,,11,0,11,,2,0,2,,7,0,7,,3,0,3,4,0,4,0,0,0,2,0,2,6,0,6,0,4,10,14,690,537,0,,537,537
ID_8B4FD4D254B6AAD7,WG,71,M,,10,0,,17,0,,8,0,,8,0,,17,0,,9,0,,11,0,,13,0,7,11,0,,19,0,,0,0,,,8,0,8,,12,0,12,3,23,0,26,,11,0,11,0,0,0,0,,1,0,1,,2,0,2,,5,0,5,,1,0,1,0,0,0,,,0,,,,,,,,,,,396,186,0,,186,186
ID_719FA88A0862D21A,WS,72,M,,7,0,,19,0,,6,0,,6,0,,18,0,,11,0,,12,0,,11,0,,10,0,,6,0,6,5,0,5,,12,0,12,,10,0,10,,16,0,16,,14,0,14,0,0,0,0,,1,0,1,0,0,0,0,,2,0,2,,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,2,690,168,0,,168,168
ID_A01DD2BA1687DA4C,WS,72,M,,7,0,,7,0,,4,0,,2,0,,5,0,,2,0,,3,0,,4,0,,3,0,0,0,0,0,1,0,1,,7,0,7,,7,0,7,,1,0,1,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,690,62,0,,62,62
ID_BBDCA9E1360E47C1,WS,72,M,,9,0,,13,0,,10,0,,9,0,,30,0,,18,0,,24,0,,41,0,,19,0,,12,0,12,7,0,7,,15,0,15,,16,0,16,,60,0,60,,26,0,26,,1,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,690,312,0,,312,312
ID_FDDB71EF64002D77,WS,72,F,,6,0,,14,7,,4,3,,6,0,,21,4,,6,0,,13,0,,12,6,,4,3,,6,3,9,0,4,4,,8,4,12,,9,1,10,,28,9,37,,15,8,23,,1,0,1,,4,0,4,,0,1,1,,4,0,4,,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,2,690,163,53,,163,216
ID_719FA88A0862D21A,WG,72,M,,8,0,7,17,1,,4,1,,7,0,8,15,0,2,13,0,5,14,0,16,11,0,3,11,0,5,15,0,,0,0,,1,8,0,9,6,10,0,16,40,14,1,55,12,13,3,28,7,0,0,7,,2,0,2,2,0,0,2,7,2,0,9,2,2,0,4,0,0,0,0,0,0,,,,,,,,,,,396,166,6,,166,172
ID_BFB65536ED2D1ECE,WS,73,F,,6,0,,16,1,,6,2,,5,0,,19,0,,6,0,,15,0,,14,1,,7,0,,4,0,4,3,0,3,,11,0,11,,15,0,15,,13,0,13,,8,1,9,,12,2,14,,2,0,2,0,0,0,0,,4,0,4,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,690,167,7,,167,174
ID_CD466222F7726B2A,WS,73,M,,6,0,,9,6,,4,4,,5,1,,17,1,,7,2,,3,0,,9,5,,4,1,,3,1,4,2,1,3,,9,0,9,,9,0,9,,5,2,7,,7,2,9,,1,0,1,,1,0,1,0,0,0,0,,3,0,3,,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,690,107,26,,107,133
ID_64AC6DB429F08FA4,WS,73,F,,12,0,,40,0,,14,0,,18,0,,58,0,,28,0,,27,0,,48,0,,32,0,,30,0,30,20,0,20,,28,0,28,,24,0,24,,100,0,100,,60,0,60,,11,0,11,,21,0,21,,6,0,6,,24,0,24,,16,0,16,19,0,19,6,0,6,3,0,3,9,0,9,5,0,9,10,690,636,0,,636,636
